review,rating
"I really like the headphones, the sound quality and the design is also very good and it is comfortable as well however if you want to buy this for calls so this is not the perfect product for you, the microphone is not perfect the other person on the phone won't be able to hear you clearly.READ MORE",4
"Built quality, base, colour are excellent. The foam material which holds on ears are made with quality products. One can adjust the soeakers in various directions. Aux cable and charger cable provided in the box. You can use  aux cable to enjoy music  if you have not available with bluetooth option. I opted for black and red model which is amazing. Go for it. You may get it within 964.00 in sale days.READ MORE",4
"This product is very amazing..it has good sound quality and design built is also good .The main point I purchased this was for microphone for online classes.. this product's mic is not so good..while talking, our voice is not audible to the receiver . Our voice comes with some external disturbances which results in fuzzy sound...READ MORE",4
I like the sound of this headphone I want white colour but it is Grey overall it is good good base good battery quality but design is not well but the price range is good thank you Flipkart for this product fast deliveryREAD MORE,3
"The reason for choosing this one over all others---it works both with bluetooth and aux cable(wired).so bhagwan na kare agar bluetooth kharab ho jae toh u can still use aux cable to use it as wired. It's one advantage and a big one over others. Two in one. It's tight fit, ears will pain after 30-45 mins, but It mit get loosen with time. Voice is good, connectivity working fine till now. Bass is good. Looks good built wise. In short, leke baat khatam karo. 1399 me aur kya chahiye.READ MORE",5
This bluetooth headphone really worth for money it has superb bass with best sound quality and build extremely unbelievable don't think for by just by right now  really really awesome broREAD MORE,5
"-The product description page says it is Bluetooth v 4.1 but it is actually v 2.1 which means poor connectivity and range.-You have to adjust equalizer settings in your phone (if it allows) to get good sound else you will hear just bass and vocals and other sounds will be suppressed. Sound quality is good to listen to music.-Beware if you are buying it to make regular or VoIP calls, the sound keeps breaking with noise. Not ideal for calls and meetings.-Build quality could have been better,...READ MORE",3
"Headphone is good ..but it is not working reduce its sound and to do more.. in which the song has been given to return and back , its correct but it is just right to make the sound of the song more  is not...READ MORE",5
Boat Rockerz 400 is very good headset. It has perfect bass for listening songs although I am a Lenovo k6 power user I have Dolby Atmos on my phone l run it on it. It gives me very good performance.l like the build quality. Boat is always my favourite headphone company.                 Thanks Flipkart and the seller.READ MORE,5
"I purchased this model of boAt Rockerz400 and 1.           purchase flipkart smart headphone  and now after h 25 days both comparison I like Flipkart headphone because flipkart headphone sound quality is much better then boat 400 . Base, phone call voice and mic is very good of Flipkart headphone that is my experienceREAD MORE",5
This is a very Reasonable Head phone with a great battery and with a pretty sound that make you happy proud or your purchase.Thank you BoAt for this amazing headphoneREAD MORE,5
Nice headset good bass battery backup is great. But seems to have problems with mic. But does a pretty good job. Noice cancellation is great.READ MORE,4
"Best headphones under 2000. Good bass ,good sound quality, but not good battery backup.but overall the best headphone is boat rockerz 400 one more problem is that low Bluetooth connectivity .READ MORE",5
"Sound quality is really good and comes with adequate bass. I think the build quality would have much better but still it's quite better than other brands providing in this budget,Battery backup is also literally very well. Should go for it if you want to have a great sound quality in budget.READ MORE",4
clear HD audio without any distractions...         excellent sound....                                                            bass was awesome theatre like experience...          highly recommended product...                                  bought it for just 999-  best in range...READ MORE,5
overall its a nice product ... bass is good .. voice accuracy is little inaccurate while playing songs .. battery backup is also good ... range is not actually 10m within 6-7min range it can be used... overall its a good product or we can say the  best value for money deal specially during the sales .. it little tight on ear .. so it can not be used for the day long ... except the mentioned issues it's very nice..READ MORE,4
