star_rating,word,n
3,skin,218
4,attached,218
4,dust,218
5,500,218
5,concerned,218
5,gifts,218
5,kobo,218
1,noise,217
2,6,217
2,completely,217
2,replacement,217
2,software,217
3,batteries,217
3,leather,217
3,perfectly,217
4,designed,217
4,lost,217
4,previous,217
1,clock,216
1,version,216
1,white,216
2,size,216
3,amp,216
4,bigger,216
5,mention,216
5,removed,216
5,school,216
1,purchasing,215
1,sending,215
2,control,215
3,ear,215
3,remove,215
3,stand,215
5,forget,215
5,panel,215
5,pockets,215
5,shop,215
1,chargers,214
1,sounds,214
2,shipping,214
5,beach,214
5,required,214
5,world,214
4,record,213
3,nano,212
4,choice,212
4,cup,212
4,stuff,212
5,gb,212
5,mentioned,212
1,bucks,211
1,didnt,211
1,run,211
2,connection,211
2,expected,211
2,mount,211
4,protective,211
5,5th,211
5,claim,211
5,fault,211
5,mid,211
5,sounded,211
4,means,210
4,stays,210
4,trip,210
5,click,210
1,wasted,209
2,computer,209
3,arm,209
4,slot,209
4,wear,209
1,drive,208
1,excited,208
2,support,208
2,transmitter,208
3,paid,208
4,apply,208
4,impressed,208
5,16,208
5,docking,208
5,originally,208
5,shut,208
1,dash,207
3,port,207
3,recording,207
4,data,207
4,hit,207
3,company,206
3,support,206
3,tape,206
4,air,206
4,app,206
4,base,206
4,bulky,206
4,disappointed,206
4,experience,206
4,fun,206
4,protected,206
4,simply,206
4,travel,206
4,wife,206
5,max,206
1,air,205
2,useless,205
3,advertised,205
3,install,205
3,products,205
3,service,205
4,provided,205
4,slide,205
4,speed,205
5,60,205
5,annoying,205
5,fuse,205
5,models,205
5,shuffle,205
5,sitting,205
1,absolutely,204
1,fast,204
1,wires,204
3,quickly,204
4,idea,204
4,replaced,204
5,reach,204
2,display,203
2,short,203
3,free,203
3,month,203
4,stock,203
5,friendly,203
5,game,203
5,jl,203
5,ohm,203
5,page,203
5,searching,203
1,dollars,202
1,reset,202
3,kids,202
3,switch,202
4,careful,202
4,reasonable,202
5,answer,202
5,hits,202
5,list,202
1,menu,201
3,cables,201
3,pocket,201
4,appears,201
4,cell,201
4,interface,201
4,lower,201
4,navigation,201
5,gadget,201
5,hearing,201
5,notes,201
1,directions,200
1,loud,200
1,tape,200
2,hear,200
3,cost,200
4,care,200
5,adapters,200
1,simple,199
3,minutes,199
3,version,199
4,cheaper,199
4,delivery,199
4,forward,199
5,harness,199
5,plate,199
5,pleasantly,199
5,supplied,199
5,tooth,199
3,finally,198
3,head,198
3,static,198
4,accessories,198
4,angle,198
4,level,198
4,rating,198
4,stylus,198
5,foot,198
1,correctly,197
2,company,197
3,jack,197
3,mode,197
4,cam,197
4,fix,197
5,3g,197
5,beats,197
5,connectors,197
5,edges,197
5,toyota,197
3,package,196
4,dont,196
4,held,196
5,200,196
5,damaged,196
5,timely,196
2,wrong,195
3,30,195
3,run,195
3,tight,195
4,gen,195
4,provide,195
5,maps,195
5,words,195
1,bother,194
1,memory,194
3,connector,194
3,cute,194
3,feels,194
4,extremely,194
5,channels,194
5,connecting,194
5,constantly,194
5,offer,194
5,tough,194
1,pieces,193
1,quit,193
2,songs,193
3,dash,193
4,media,193
4,pictures,193
4,pink,193
4,spend,193
5,cigarette,193
5,neat,193
5,programming,193
1,english,192
1,page,192
2,update,192
3,white,192
4,figured,192
4,friend,192
4,inch,192
4,pc,192
5,average,192
5,frame,192
5,walk,192
1,12,191
1,user,191
3,loose,191
3,takes,191
4,directly,191
4,normal,191
4,pick,191
5,complain,191
5,manufacturer,191
5,party,191
5,pushing,191
5,text,191
1,armband,190
1,avoid,190
3,cool,190
3,noise,190
3,press,190
3,tablet,190
4,coming,190
4,edges,190
4,external,190
5,didnt,190
5,enclosure,190
5,exceeded,190
5,snugly,190
5,tools,190
1,noticed,189
1,option,189
1,watch,189
3,devices,189
3,poor,189
3,star,189
4,added,189
4,convenient,189
4,truck,189
5,closure,189
1,correct,188
1,disappointing,188
1,doesnt,188
1,vehicle,188
2,mine,188
3,half,188
4,regular,188
5,excited,188
5,google,188
5,stuck,188
1,hot,187
1,love,187
2,installed,187
3,completely,187
4,difference,187
5,bulk,187
5,dealer,187
5,earphones,187
5,mom,187
5,pause,187
5,pin,187
5,step,187
1,jack,186
1,stand,186
1,waiting,186
2,original,186
3,line,186
3,live,186
5,direct,186
5,includes,186
5,movie,186
5,packs,186
5,pieces,186
5,rca,186
5,recomend,186
1,ship,185
2,hours,185
3,break,185
3,due,185
3,garmin,185
3,simple,185
4,microphone,185
4,outlet,185
5,apps,185
5,bargain,185
5,dashboard,185
5,daughter's,185
5,location,185
5,paper,185
5,tomtom,185
5,write,185
1,glare,184
1,head,184
1,understand,184
4,green,184
4,length,184
4,limited,184
4,window,184
5,glass,184
5,sun,184
1,record,183
2,brand,183
3,description,183
4,amount,183
4,damage,183
4,negative,183
4,prefer,183
4,return,183
5,11,183
5,adds,183
5,con,183
1,designed,182
2,connect,182
3,armband,182
3,arrived,182
3,cons,182
4,plan,182
4,test,182
5,firmware,182
5,pad,182
5,picked,182
5,playback,182
5,sansa,182
5,throw,182
1,removed,181
2,send,181
3,8,181
3,key,181
3,replace,181
3,tv,181
3,type,181
5,falling,181
5,flimsy,181
5,harder,181
5,helped,181
5,morning,181
5,vendor,181
5,walking,181
1,check,180
1,protection,180
2,antenna,180
3,strap,180
5,insert,180
5,motorcycle,180
5,previously,180
1,lights,179
1,suction,179
1,threw,179
2,half,179
2,refund,179
3,reader,179
3,red,179
3,stopped,179
4,hour,179
4,load,179
4,performance,179
5,board,179
5,cds,179
5,magnet,179
5,mounts,179
5,moving,179
5,returned,179
5,solar,179
5,texture,179
5,trunk,179
1,100,178
1,book,178
1,file,178
1,replaced,178
2,minutes,178
5,80,178
5,bunch,178
5,china,178
5,comment,178
5,shoe,178
1,awful,177
1,online,177
3,drive,177
4,edge,177
4,enjoy,177
4,helps,177
5,investment,177
5,limited,177
5,results,177
5,smartphone,177
5,thrilled,177
5,vehicles,177
1,books,176
1,download,176
1,protect,176
3,customer,176
4,attach,176
4,clock,176
4,hot,176
4,plenty,176
5,contact,176
5,continue,176
5,creative,176
5,tom,176
1,ear,175
1,happened,175
1,mini,175
1,protectors,175
3,home,175
3,signal,175
4,digital,175
4,husband,175
5,barely,175
5,block,175
5,drivers,175
5,include,175
5,initially,175
5,machine,175
5,pool,175
1,break,174
1,switch,174
1,trip,174
2,dock,174
2,start,174
4,cards,174
4,frequency,174
5,compare,174
5,heat,174
5,map,174
5,sister,174
5,sit,174
5,weather,174
5,wont,174
1,anymore,173
1,basically,173
1,hand,173
1,press,173
1,sell,173
1,tech,173
2,feel,173
3,material,173
4,basic,173
4,flash,173
4,thick,173
5,correctly,173
5,punch,173
5,ride,173
1,tv,172
4,channel,172
4,directions,172
4,flimsy,172
4,pull,172
4,recommended,172
5,fixed,172
5,honestly,172
5,proof,172
5,replacing,172
5,wife's,172
5,zipper,172
1,hd,171
1,material,171
2,cut,171
2,headphones,171
2,leather,171
2,noise,171
4,online,171
4,putting,171
4,wiring,171
5,beautifully,171
1,directly,170
1,hoping,170
1,TRUE,170
2,issues,170
3,option,170
4,broken,170
4,stop,170
5,boom,170
5,changed,170
5,earbuds,170
5,extended,170
5,floor,170
5,image,170
5,nt70t,170
5,talking,170
1,trouble,169
2,sd,169
3,20,169
3,simply,169
4,english,169
4,mentioned,169
4,sync,169
5,adding,169
5,brought,169
5,components,169
5,crazy,169
5,engine,169
5,ive,169
5,sets,169
5,shell,169
1,installation,168
1,leather,168
2,returning,168
3,bubbles,168
3,connected,168
3,record,168
4,calls,168
4,snap,168
5,elastic,168
5,flashlight,168
5,indicator,168
5,info,168
5,library,168
5,performs,168
5,removing,168
5,repair,168
5,sleep,168
1,buyer,167
1,leave,167
1,rubber,167
2,arrived,167
2,idea,167
2,remove,167
2,waste,167
3,expensive,167
4,handle,167
4,matter,167
4,metal,167
5,anti,167
5,de,167
5,jeep,167
5,rich,167
5,scanner,167
5,screws,167
1,band,166
1,process,166
1,red,166
1,shut,166
1,wont,166
3,charged,166
3,dont,166
4,50,166
4,huge,166
5,4g,166
5,backpack,166
5,durability,166
5,form,166
5,middle,166
5,shown,166
5,viewing,166
5,web,166
1,2nd,165
1,built,165
1,constantly,165
1,data,165
1,program,165
1,sold,165
2,song,165
4,ability,165
4,based,165
4,firmware,165
5,300,165
5,alternative,165
5,corner,165
5,custom,165
5,doubt,165
5,warm,165
5,wrist,165
1,driving,164
1,running,164
1,stations,164
2,connector,164
2,finally,164
2,happy,164
2,loud,164
3,mini,164
3,pros,164
4,galaxy,164
4,movies,164
4,tested,164
5,accidentally,164
5,drops,164
5,imagine,164
5,inches,164
5,instruction,164
5,link,164
5,otterbox,164
5,types,164
5,variety,164
1,laptop,163
1,portable,163
2,bubbles,163
2,expect,163
2,manual,163
2,service,163
3,7,163
3,brand,163
3,flimsy,163
3,range,163
3,rubber,163
4,additional,163
4,check,163
4,rate,163
4,separate,163
5,basically,163
5,breaking,163
5,doesnt,163
5,interference,163
5,starts,163
5,transfer,163
5,transmitters,163
1,hit,162
1,zune,162
2,protect,162
2,sounds,162
3,daughter,162
3,idea,162
4,bucks,162
4,carrying,162
4,likes,162
4,save,162
4,surface,162
4,zen,162
5,1000,162
5,body,162
5,corners,162
5,missing,162
5,sealed,162
5,traffic,162
1,based,161
1,dust,161
1,inch,161
3,broken,161
4,information,161
4,lots,161
4,useless,161
5,1st,161
5,bother,161
5,finger,161
5,sticker,161
5,wifi,161
5,word,161
1,charges,160
1,coming,160
1,information,160
2,amp,160
2,blue,160
2,description,160
2,install,160
3,bright,160
3,fairly,160
3,holds,160
3,stick,160
3,wall,160
4,hook,160
4,operate,160
4,slow,160
4,solution,160
5,inverter,160
5,penny,160
5,personal,160
5,regret,160
5,sort,160
1,dvd,159
1,electronics,159
1,site,159
2,cables,159
2,properly,159
2,stereo,159
2,wall,159
4,multiple,159
4,notice,159
4,remember,159
5,background,159
5,connections,159
5,users,159
1,past,158
1,sync,158
2,annoying,158
2,customer,158
2,products,158
3,controls,158
3,dock,158
3,file,158
3,memory,158
3,send,158
3,store,158
4,ac,158
4,center,158
4,holes,158
4,sensor,158
4,wide,158
5,cameras,158
5,fair,158
5,juice,158
5,nexus,158
1,appears,157
1,gen,157
1,similar,157
1,wait,157
2,signal,157
2,station,157
4,automatically,157
4,chargers,157
4,film,157
4,poor,157
4,velcro,157
5,5s,157
5,brother,157
5,buds,157
5,compartment,157
5,died,157
5,interior,157
5,iphones,157
5,pairs,157
5,ram,157
5,selling,157
1,50,156
1,add,156
1,arm,156
1,controls,156
1,factory,156
1,feature,156
1,settings,156
1,thin,156
2,life,156
3,books,156
4,actual,156
4,description,156
4,giving,156
4,im,156
4,purse,156
4,source,156
4,wireless,156
5,ball,156
5,budget,156
5,constructed,156
5,cradle,156
5,literally,156
5,positive,156
5,questions,156
5,realized,156
5,rockford,156
5,slight,156
1,rating,155
1,stated,155
2,change,155
2,charged,155
3,book,155
3,reading,155
3,running,155
5,bt,155
5,el,155
5,error,155
5,extender,155
5,hardware,155
5,kitchen,155
5,loop,155
5,operation,155
5,post,155
5,reviewer,155
5,sell,155
5,sized,155
5,skins,155
1,lighter,154
1,pair,154
1,sticker,154
2,30,154
2,expensive,154
2,fast,154
3,hd,154
3,rating,154
3,voice,154
4,expecting,154
4,favorite,154
4,keys,154
4,priced,154
4,seat,154
4,storage,154
4,understand,154
5,ahead,154
5,ford,154
5,granddaughter,154
5,major,154
5,met,154
5,poor,154
5,sample,154
5,tunes,154
1,holder,153
2,black,153
2,port,153
3,looked,153
3,reception,153
3,sturdy,153
3,wires,153
4,finish,153
5,adequate,153
5,console,153
5,extension,153
5,fell,153
5,fill,153
5,hesitate,153
5,intended,153
5,offered,153
5,prices,153
5,reviewers,153
5,treble,153
5,waiting,153
1,alarm,152
1,mistake,152
1,suggest,152
2,band,152
2,cost,152
2,love,152
2,real,152
3,micro,152
3,silicone,152
4,person,152
4,slip,152
4,worry,152
5,cd's,152
5,duty,152
5,eq,152
5,failed,152
5,itunes,152
5,motorola,152
5,photo,152
5,special,152
5,squaretrade,152
1,decent,151
1,features,151
1,firmware,151
1,note,151
1,perfectly,151
2,paid,151
2,playing,151
3,fall,151
3,portable,151
3,purpose,151
3,track,151
4,page,151
5,downside,151
5,lifeproof,151
5,living,151
5,luck,151
1,actual,150
2,looked,150
2,loose,150
3,hand,150
3,listening,150
4,format,150
4,heard,150
4,itouch,150
4,lose,150
4,mirror,150
4,recently,150
4,straight,150
4,tab,150
5,blown,150
5,loaded,150
5,produce,150
5,require,150
5,requires,150
5,screw,150
1,vendor,149
2,home,149
2,package,149
3,main,149
3,settings,149
4,alarm,149
4,helpful,149
4,lasts,149
4,slight,149
4,TRUE,149
5,doors,149
5,pass,149
5,resolution,149
5,tune,149
1,cam,148
1,house,148
1,pc,148
1,players,148
1,rate,148
1,test,148
2,reader,148
3,thin,148
3,user,148
4,9,148
4,lock,148
4,pouch,148
5,accident,148
5,kinda,148
5,materials,148
5,smell,148
5,summer,148
5,tuner,148
5,vacation,148
1,figured,147
1,provide,147
1,unable,147
2,advertised,147
3,stations,147
3,supposed,147
3,useless,147
4,absolutely,147
4,build,147
4,downside,147
4,friends,147
5,barnes,147
5,depending,147
5,happen,147
5,leaving,147
5,mah,147
5,recorder,147
5,unique,147
1,receiver,146
2,spend,146
3,belt,146
3,slightly,146
3,view,146
3,watch,146
4,capacity,146
4,fault,146
4,fire,146
4,functionality,146
4,headset,146
4,mounted,146
5,arms,146
5,fiio,146
5,frequencies,146
5,socket,146
5,vision,146
5,wonderfully,146
1,bass,145
1,selling,145
2,connected,145
2,static,145
3,dropped,145
3,phones,145
4,major,145
4,receive,145
4,skip,145
5,18,145
5,breeze,145
5,eventually,145
5,gain,145
5,hassle,145
5,improvement,145
5,multi,145
5,ring,145
5,sooner,145
5,stable,145
1,annoying,144
1,attached,144
1,business,144
1,fall,144
1,outlet,144
1,taking,144
2,free,144
3,ago,144
3,menu,144
3,sony,144
4,choose,144
4,date,144
4,ports,144
4,style,144
5,bracket,144
5,electrical,144
5,prompt,144
5,satellite,144
5,slides,144
1,person,143
2,model,143
3,plays,143
3,properly,143
4,auto,143
4,playback,143
4,smooth,143
4,spot,143
5,13,143
5,90,143
5,trust,143
1,3rd,142
1,cool,142
1,cracked,142
1,kit,142
1,plugs,142
1,track,142
2,ago,142
2,night,142
3,glare,142
3,suction,142
4,click,142
4,games,142
4,past,142
4,single,142
5,costs,142
5,effective,142
5,happened,142
5,noble,142
5,padded,142
5,pre,142
5,sensitive,142
5,shopping,142
5,snaps,142
1,heard,141
1,options,141
1,period,141
3,call,141
3,decided,141
4,correct,141
4,finger,141
4,functional,141
4,hooked,141
4,oem,141
4,played,141
4,sleeve,141
5,bill,141
5,camping,141
5,city,141
5,receiving,141
1,cords,140
1,huge,140
1,micro,140
1,played,140
2,listen,140
2,stand,140
3,fix,140
3,lights,140
4,closed,140
4,image,140
4,location,140
4,owned,140
4,shuffle,140
4,stopped,140
4,totally,140
5,bang,140
5,checked,140
5,daughters,140
5,english,140
5,exchange,140
5,grandson,140
5,sharp,140
5,skip,140
5,son's,140
5,specific,140
5,tracks,140
1,giving,139
1,repair,139
2,jack,139
2,people,139
2,rubber,139
3,covers,139
3,difference,139
3,excellent,139
4,accurate,139
4,magnetic,139
5,levels,139
5,portability,139
5,rough,139
5,strongly,139
1,job,138
1,pictures,138
1,single,138
1,throw,138
1,windows,138
2,line,138
2,switch,138
3,charges,138
3,including,138
3,mirror,138
4,entire,138
4,including,138
4,market,138
4,plugs,138
4,safe,138
5,blackberry,138
5,changing,138
5,emergency,138
5,falls,138
5,programmed,138
5,recieved,138
5,sale,138
5,tip,138
1,hate,137
1,son,137
2,20,137
2,function,137
2,included,137
2,run,137
2,tv,137
3,headphone,137
4,complain,137
4,flip,137
4,local,137
4,minute,137
4,packaging,137
4,pieces,137
4,samsung,137
5,24,137
5,3.5,137
5,chip,137
5,effect,137
5,hoping,137
5,photos,137
5,silicon,137
5,solved,137
5,thicker,137
1,disappointment,136
1,fake,136
1,output,136
1,reception,136
2,broken,136
2,head,136
2,replace,136
2,watch,136
3,holder,136
3,vehicle,136
4,apps,136
4,wifi,136
5,arrive,136
5,bar,136
5,feeling,136
5,honda,136
5,htc,136
5,ideal,136
5,mile,136
5,monster,136
5,steal,136
5,superior,136
5,testing,136
5,wet,136
1,phones,135
1,recognize,135
1,weak,135
1,wheel,135
1,window,135
2,store,135
3,base,135
3,driving,135
3,release,135
4,3rd,135
4,alpine,135
4,cigarette,135
4,corner,135
4,electronics,135
4,removed,135
4,starts,135
4,wait,135
5,capability,135
5,downloaded,135
5,dropping,135
5,fold,135
5,identical,135
5,listed,135
5,select,135
5,tablets,135
5,wrap,135
1,bag,134
1,clean,134
1,interface,134
1,listed,134
1,means,134
1,negative,134
1,perfect,134
1,putting,134
1,road,134
1,slow,134
2,devices,134
2,ear,134
2,nano,134
3,noticed,134
3,stop,134
4,ereader,134
4,flat,134
4,powered,134
4,send,134
4,site,134
5,amazon.com,134
5,avoid,134
5,dc,134
5,dirt,134
5,enjoying,134
5,flight,134
5,ft,134
5,garage,134
5,hidden,134
5,plugging,134
5,slow,134
1,damaged,133
1,entire,133
1,live,133
1,stuff,133
1,windshield,133
2,mini,133
3,baofeng,133
3,trouble,133
4,dark,133
4,kinda,133
4,kobo,133
4,watching,133
5,buck,133
5,combo,133
5,knowing,133
5,pain,133
5,period,133
5,personally,133
5,stands,133
5,sticky,133
5,upgraded,133
1,9,132
1,covers,132
1,damage,132
1,date,132
1,hassle,132
1,respond,132
1,tiny,132
1,wiring,132
2,deal,132
3,drop,132
3,items,132
3,kit,132
3,note,132
3,setting,132
4,cars,132
4,radios,132
4,scratch,132
4,watts,132
5,70,132
5,country,132
5,dry,132
5,parking,132
5,rocks,132
5,shipment,132
5,specs,132
5,straps,132
1,amount,131
1,hooked,131
1,led,131
1,paper,131
1,pin,131
1,stock,131
2,protection,131
2,wire,131
3,15,131
3,clean,131
3,mind,131
4,application,131
4,dollars,131
4,folder,131
4,moving,131
4,securely,131
4,told,131
5,2012,131
5,boy,131
5,forever,131
